OGG,gene_Mphar,gene_Amel,gene_Dmel_FLYBASE,uniprot
EOG8GJ19Z,LOC105837800,LOC409455,FBpp0083410,Doublesex-Mab related 93B
EOG8GJ19Z,LOC105837800,LOC409455,FBpp0084820,Doublesex-Mab related 99B
EOG8B009D,LOC105837799,LOC412377,FBpp0081448,Hyrax
EOG8GB8WP,LOC105835694,LOC412835,FBpp0310300,RE09303p
EOG8GB8WP,LOC105835694,LOC412835,FBpp0080366,RE51929p
EOG8GB8WP,LOC105835694,LOC412835,FBpp0080524,"Beat-IIIc, isoform A"
EOG8GB8WP,LOC105835694,LOC412835,FBpp0082852,"Beat-IIb, isoform B"
EOG8GB8WP,LOC105835694,LOC412835,FBpp0082894,Beaten path IIa
EOG8GB8WP,LOC105835694,LOC412835,FBpp0303008,"Beat-IIIb, isoform C"
EOG8GB8WP,LOC105835694,LOC412835,FBpp0292391,"Beat-IIIa, isoform D"
EOG89355M,LOC105833428,LOC412837,FBpp0077750,Ribonuclease H2 subunit A (3.1.26.4)
EOG81NW82,LOC105830556,LOC551751,FBpp0074799,Protein Gemin2
EOG8ZSBRH,LOC105841142,LOC551806,FBpp0307864,GH16993p
EOG8ZSBRH,LOC105841142,LOC551806,FBpp0297290,CG17662
EOG8ZSBRH,LOC105841142,LOC551806,FBpp0307865,"CG4019, isoform A"
EOG8XH1M0,LOC105841126,LOC409990,FBpp0080048,Coatomer subunit beta'
EOG8P5MX8,LOC105836509,LOC409991,FBpp0086667,CG8531
EOG8MW9VM,LOC105836511,LOC413612,FBpp0080721,CG31800
EOG8JM99H,LOC105830538,LOC409992,FBpp0083039,Cadmus
EOG8615QX,LOC105830537,LOC409993,FBpp0291292,5'-3' exoribonuclease 1 (3.1.13.-)
EOG8PRVDZ,LOC105835811,LOC409994,FBpp0088669,AT13868p
EOG8HB082,LOC105835810,LOC409995,FBpp0074537,RE74901p
EOG83JDRJ,LOC105840225,LOC726339,FBpp0074515,Protein ELYS homolog
EOG898WP3,LOC105833199,LOC411435,FBpp0289899,"CG10283, isoform C"
EOG8Q5BBS,LOC105837712,LOC726380,FBpp0075610,"Isoprenylcysteine carboxylmethyltransferase, isoform A"
EOG883FRT,LOC105837702,LOC409722,FBpp0309655,"Terribly reduced optic lobes, isoform AZ"
EOG8CC5NW,LOC105833336,LOC552151,FBpp0074466,"CG7556, isoform A"
EOG854BMH,LOC105838430,LOC413006,FBpp0073918,"CG8578, isoform A"
EOG8KPVXN,LOC105838640,LOC726514,FBpp0293288,Adenylate cyclase type 2 (4.6.1.1)
EOG8KPVXN,LOC105838640,LOC726514,FBpp0298357,"CG43373, isoform C"
EOG80K9MW,LOC105839313,LOC726658,FBpp0081085,CG31248
EOG8NGJ94,LOC105839309,LOC726587,FBpp0306738,"Alhambra, isoform E"
EOG8FJ9XJ,LOC105834507,LOC552049,FBpp0074054,AT13091p
EOG8NS50W,LOC105833985,LOC726422,FBpp0088667,EG:115C2.5 protein
EOG80VX9H,LOC105833984,LOC100578909,FBpp0075917,LD37702p
EOG8ZCVR7,LOC105833981,LOC726381,FBpp0075523,SD03524p
EOG8XKWVH,LOC105833986,LOC551950,FBpp0074717,Guanine nucleotide-binding protein subunit beta-2
EOG89KHBW,LOC105835359,LOC413643,FBpp0086042,CG6401
EOG81NW83,LOC105835360,LOC410003,FBpp0290107,PERQ amino acid-rich with GYF domain-containing protein CG11148
EOG8B8M10,LOC105830212,LOC551781,FBpp0077998,Pre-rRNA-processing protein TSR1 homolog
EOG83R57K,LOC105827886,LOC726212,FBpp0087045,CG8545
EOG82Z6CP,LOC105835819,LOC413976,FBpp0082758,AT09129p
EOG8S1VW0,LOC105835816,LOC551694,FBpp0071021,AT16873p
EOG8S1VW0,LOC105835816,LOC551694,FBpp0072711,"CG12091, isoform A"
EOG8ZGR0T,LOC105835806,LOC551663,FBpp0309271,"Mind-meld, isoform D"
EOG854BKT,LOC105835809,LOC411282,FBpp0111843,"DNAation factor-related protein 2, isoform B"
EOG86X0W6,LOC105835808,LOC726076,FBpp0301614,Centrosomal protein of 131 kDa
EOG8BGBHP,LOC105835802,LOC411280,FBpp0087084,GTP-binding protein 128up
EOG8MW9T6,LOC105840650,LOC411279,FBpp0074318,Actin-related protein 8
EOG89S7TW,LOC105831679,LOC726000,FBpp0084616,GH07821p
EOG86420K,LOC105831683,LOC102656294,FBpp0070262,Pentaxin-like protein
EOG8Q86KP,LOC105832662,LOC408970,FBpp0070065,"CG3777, isoform A"
EOG8TTJ55,LOC105839000,LOC411276,FBpp0081715,DOMINA protein
EOG8KM0QP,LOC105839002,LOC408969,FBpp0081799,CG6465
EOG8KM0QP,LOC105839002,LOC408969,FBpp0083741,RE13549p
EOG8KM0QP,LOC105839002,LOC408969,FBpp0083743,AT09807p
EOG8KM0QP,LOC105839002,LOC408969,FBpp0083744,RE61589p
EOG8KM0QP,LOC105839002,LOC408969,FBpp0083745,CG6733
EOG8KM0QP,LOC105839002,LOC408969,FBpp0083746,RE32110p
EOG8CG1W0,LOC105839571,LOC100577280,FBpp0075510,GH26152p
EOG84J47P,LOC105830257,LOC100577727,FBpp0075074,Protein anon-73B1
EOG8GF529,LOC105830262,LOC413625,FBpp0082313,SD07391p
EOG8JT1SQ,LOC105830263,LOC725571,FBpp0078896,DSec61alpha
EOG8M93D8,LOC105830255,LOC413627,FBpp0307825,Senescence marker protein-30 (SMP-30)
EOG8SXQ0G,LOC105830259,LOC725332,FBpp0310208,Nuclear pore complex protein Nup160 homolog
EOG8VQC9J,LOC105830267,LOC409544,FBpp0081704,RuvB-like helicase 1 (3.6.4.12)
EOG8K3NH4,LOC105830264,LOC100577053,FBpp0081703,CG3999
EOG8TMSPV,LOC105830269,LOC411856,FBpp0084144,GM02712p
EOG8W6QGX,LOC105836791,LOC411273,FBpp0306639,CG13643
EOG8TTJ69,LOC105836789,LOC408968,FBpp0083583,Cytochrome c heme lyase
EOG8QVF16,LOC105836794,LOC413724,FBpp0082185,"CG12360, isoform C"
EOG8C2JZH,LOC105829733,LOC411674,FBpp0308019,"Rfx, isoform B"
EOG80GFBZ,LOC105839395,LOC100576972,FBpp0081737,LD43055p
EOG8X0PD8,LOC105839389,LOC551184,FBpp0086013,eIF3c
EOG8B5QSH,LOC105838937,LOC410037,FBpp0080423,"Tetratricopeptide repeat protein 2, isoform C"
EOG8FN65B,LOC105839386,LOC412079,FBpp0079482,"CG4658, isoform A"
EOG8VQC96,LOC105831551,LOC551904,FBpp0086442,GH10595p
EOG8NCP14,LOC105831550,LOC551928,FBpp0303408,CG5669
EOG8H47RM,LOC105837875,LOC413652,FBpp0074708,RE26764p
EOG8Z381F,LOC105834348,LOC552031,FBpp0074766,Chromodomain-helicase-DNA-binding protein 3 (3.6.4.12)
EOG8Z381F,LOC105834348,LOC552031,FBpp0099808,Chromodomain-helicase-DNA-binding protein Mi-2 homolog (3.6.4.12)
EOG8CG1ZF,LOC105835999,LOC726689,FBpp0078822,"CG13993, isoform A"
EOG8576TH,LOC105830239,LOC552055,FBpp0073438,RE02581p
EOG8576TH,LOC105830239,LOC552055,FBpp0077942,"CG10588, isoform A"
EOG8M0GQ5,LOC105831286,LOC409367,FBpp0082155,"CG10126, isoform B"
EOG8M0GQ5,LOC105831286,LOC409367,FBpp0082157,CG31345
EOG8ZCVSJ,LOC105829138,LOC409368,FBpp0077369,CG31694
EOG8HQG5J,LOC105828209,LOC552431,FBpp0085623,CG11044
EOG8HB08G,LOC105828210,LOC102656215,FBpp0072037,CG5569
EOG8P2RPM,LOC105834407,LOC107964835,FBpp0084016,CG5728
EOG8N8SRV,LOC105834163,LOC408964,FBpp0308590,"CG14619, isoform B"
EOG8MPKBT,LOC105839329,Ets97D-like,FBpp0303200,DNA-binding protein Ets97D
EOG84J45Z,LOC105840076,LOC411269,FBpp0077036,Solute carrier family 35 member E1 homolog
EOG851GBR,LOC105830797,LOC408965,FBpp0070830,RE14068p
EOG818D97,LOC105829100,LOC724785,FBpp0083859,CG10225
EOG8Q5BCZ,LOC105828456,LOC411272,FBpp0076625,Acyl-CoA-binding protein homolog
EOG8Q5BCZ,LOC105828456,LOC411272,FBpp0079256,"CG8498, isoform A"
EOG8Q5BCZ,LOC105828456,LOC411272,FBpp0076634,CG8629
EOG8Q5BCZ,LOC105828456,LOC411272,FBpp0290436,"CG8628, isoform A"
EOG8Q5BCZ,LOC105828590,LOC411272,FBpp0076625,Acyl-CoA-binding protein homolog
EOG8Q5BCZ,LOC105828590,LOC411272,FBpp0079256,"CG8498, isoform A"
EOG8Q5BCZ,LOC105828590,LOC411272,FBpp0076634,CG8629
EOG8Q5BCZ,LOC105828590,LOC411272,FBpp0290436,"CG8628, isoform A"
EOG86X0WF,LOC105832211,LOC408967,FBpp0297541,Calcium-binding mitochondrial carrier protein Aralar1
EOG8NKDGD,LOC105832198,LOC413676,FBpp0085347,Ptc-related
EOG869SG1,LOC105829903,LOC409244,FBpp0077517,"CG15385, isoform A"
EOG89W429,LOC105829902,LOC409243,FBpp0297121,"Cp309, isoform P"
EOG8KWMF7,LOC105836212,LOC411596,FBpp0081381,LD24646p
EOG8CG1X2,LOC105834234,LOC409122,FBpp0077576,"CG18317, isoform C"
EOG8Q2G26,LOC105833331,LOC412701,FBpp0271898,CG32113
EOG89S7TT,LOC105828286,LOC552051,FBpp0071279,DDOST 48 kDa subunit (2.4.99.18)
EOG8KD87S,LOC105840331,LOC411820,FBpp0303122,Dual specificity protein phosphatase Mpk3 (3.1.3.48)
EOG8GQRS0,LOC105828250,LOC413844,FBpp0084098,"CG31121, isoform A"
EOG8QZ97V,LOC105828251,LOC726513,FBpp0084089,CG11069
EOG8HTBDK,LOC105828252,LOC409157,FBpp0072723,Succinyl-CoA:3-ketoacid-coenzyme A transferase (2.8.3.5)
EOG81RRGW,LOC105834448,LOC552503,FBpp0087887,GH21964p
EOG8CG1X8,LOC105834450,LOC552516,FBpp0112197,CG9996
EOG8G4JBN,LOC105834444,LOC411679,FBpp0082864,FI11917p
EOG84BCP8,LOC105834442,LOC726637,FBpp0085891,"Autophagy-specific gene 7, isoform B"
EOG8V9WBD,LOC105834440,LOC413462,FBpp0078604,LD15107p
EOG80CK4Z,LOC105836006,LOC551572,FBpp0111426,"CG34316, isoform A"
EOG8W3V96,LOC105838788,LOC413679,FBpp0078795,RE29976p
EOG80K9P8,LOC105832370,LOC726725,FBpp0086756,Cuticular protein 50Cb
EOG8D28B2,LOC105834625,LOC411652,FBpp0077204,CG3407
EOG8ZPGGT,LOC105834626,LOC552432,FBpp0303021,"CG5850, isoform F"
EOG8T4FGC,LOC105829524,LOC413438,FBpp0086700,"Optic atrophy 1-like, isoform A"
EOG8WM6G0,LOC105831723,LOC413324,FBpp0086257,Chitinase-like protein CG5210
EOG8WM6G0,LOC105831723,LOC413324,FBpp0080419,Chitinase-like protein Idgf3
EOG8WM6G0,LOC105831723,LOC413324,FBpp0080418,Chitinase-like protein Idgf2
EOG8WM6G0,LOC105831723,LOC413324,FBpp0080417,Chitinase-like protein Idgf1
EOG8WM6G0,LOC105831723,LOC413324,FBpp0071328,Chitinase-like protein Idgf4
EOG8WM6G0,LOC105831723,LOC413324,FBpp0085849,Chitinase-like protein Idgf5
EOG8K6HSM,LOC105831727,LOC408971,FBpp0087352,Ras-related protein Rab-3
EOG8K6HSM,LOC105831727,LOC408971,FBpp0099678,Juvenile hormone acid methyltransferase
EOG8HMKX6,LOC105839906,LOC411459,FBpp0085363,SCAP
EOG8WDG00,LOC105839602,LOC551553,FBpp0081489,RE06501p
EOG88GXR9,LOC105840054,LOC409557,FBpp0088574,Protein maelstrom
EOG8KPVXS,LOC105834060,LOC412655,FBpp0070653,DPP2C1
EOG80P5V0,LOC105829643,LOC409245,FBpp0290452,"CG9171, isoform C"
EOG8CNSCR,LOC105837365,LOC412612,FBpp0078917,"CG31637, isoform A"
EOG8CVHVB,LOC105832087,LOC552498,FBpp0086505,DNA repair protein complementing XP-C cells homolog
EOG8VHMT6,LOC105831883,LOC410099,FBpp0290874,"Tho2, isoform B"
EOG87SV2B,LOC105838799,LOC552582,FBpp0073572,Brahma-associated protein of 60 kDa
EOG8322MJ,LOC105829144,LOC408972,FBpp0311634,Muscle-specific protein 20
EOG873RCH,LOC105832322,LOC411285,FBpp0081133,Muscle LIM protein Mlp84B
EOG873RCH,LOC105832322,LOC411285,FBpp0288975,Muscle LIM protein 1
EOG89CRXZ,LOC105832321,LOC724934,FBpp0072133,Homeodomain protein
EOG8VMH23,LOC105832564,LOC413052,FBpp0073067,GH10884p
EOG8N329X,LOC105834430,LOC413051,FBpp0076548,RE21901p
EOG8M0GQB,LOC105833492,LOC100577575,FBpp0071771,"28S ribosomal protein S15, mitochondrial"
EOG8CVHWD,LOC105838139,LOC725186,FBpp0076832,Eaf6
EOG879GVF,LOC105829542,LOC551094,FBpp0081286,AT07710p
EOG879GVF,LOC105829542,LOC551094,FBpp0112116,CG7900
EOG85MPTH,LOC105831164,LOC409540,FBpp0083624,MOB kinase activator-like 1
EOG876MMG,LOC105831163,LOC727106,FBpp0088856,SD14463p
EOG87DC36,LOC105835554,LOC412399,FBpp0083983,Organic cation transporter protein
EOG87DC36,LOC105835554,LOC412399,FBpp0083982,Organic cation transporter-like protein
EOG8PZKW1,LOC105828382,LOC726028,FBpp0085119,  
EOG8XH1MQ,LOC105833471,LOC100576795,FBpp0112427,"CG12567, isoform C"
EOG83N91P,LOC105837724,LOC551296,FBpp0081443,"CG11980, isoform B"
EOG81G4S9,LOC105832991,LOC102655690,FBpp0075141,Cuticular protein 72Eb
EOG8CRNM8,LOC105832990,LOC552709,FBpp0297632,"Hephaestus, isoform L"
EOG8P2RQH,LOC105830142,LOC552284,FBpp0078327,CG2091
EOG82BZWW,LOC105832737,LOC412069,FBpp0099884,LD36265p
EOG818D93,LOC105832739,LOC550698,FBpp0079843,"Cyclin Y, isoform A"
EOG876MNC,LOC105837777,LOC412192,FBpp0080615,JmjC domain-containing protein 4 homolog
EOG8G1P3B,LOC105837779,LOC551754,FBpp0077935,LD30158p
EOG88KSZK,LOC105840197,LOC726007,FBpp0081580,Polycomb protein Scm
EOG8J6TDQ,LOC105840198,LOC551696,FBpp0081763,"CG4511, isoform A"
EOG8G4JBG,LOC105837950,LOC409912,FBpp0074124,RGS7
EOG8G4JBG,LOC105837950,LOC409912,FBpp0302026,"CG42450, isoform B"
EOG8XKWTZ,LOC105838330,LOC551263,FBpp0085408,CG11665
EOG8FXSX0,LOC105838331,LOC409529,FBpp0073068,Ras-like protein 2
EOG8H47RW,LOC105828208,LOC725023,FBpp0088314,Mediator of RNA polymerase II transcription subunit 26
EOG8CVHWR,LOC105828470,LOC551131,FBpp0074785,Protein max
EOG869SJ8,LOC105831279,LOC724979,FBpp0084145,Fork head domain-containing protein FD4
EOG8R25HW,LOC105833536,LOC102655399,FBpp0086901,"CG13319, isoform A"
EOG8S4R2V,LOC105833541,LOC551016,FBpp0302006,"CG13185, isoform B"
EOG8M93CF,LOC105833607,LOC412398,FBpp0303268,"CG30389, isoform A"
EOG8HMKZZ,LOC105833609,LOC100578892,FBpp0311270,CG1667
EOG8S1VVN,LOC105835545,LOC411989,FBpp0078806,Eukaryotic initiation factor 4A (3.6.4.13)
EOG8S1VVN,LOC105835545,LOC411989,FBpp0081324,RE50350p
EOG83FJJX,LOC105835551,LOC102656541,FBpp0111942,"CG31886, isoform B"
EOG870W49,LOC105837114,LOC100578450,FBpp0073610,  
EOG8CNSC4,LOC105839525,LOC724870,FBpp0078880,NADPH--cytochrome P450 reductase (1.6.2.4)
EOG81K11G,LOC105840387,LOC102656792,FBpp0290743,RabX5
EOG8W3V7V,LOC105828749,LOC726778,FBpp0073717,"Lethal (1) G0007, isoform B"
EOG8FBKDT,LOC105840382,LOC551888,FBpp0307917,WASH complex subunit 7 homolog
EOG8NW17M,LOC105840384,LOC412504,FBpp0072712,"CG12024, isoform C"
EOG8G4JDF,LOC105837952,LOC726811,FBpp0074446,RE45246p
EOG866X7H,LOC105831280,LOC726822,FBpp0077316,Beta subunit of type II geranylgeranyl transferase
EOG8DFR8Z,LOC105831952,LOC409353,FBpp0087731,CG30349
EOG8DZ3G4,LOC105838882,LOC726874,FBpp0087449,"Ribonuclease Z, mitochondrial (3.1.26.11)"
EOG8DJMHQ,LOC105837548,LOC412722,FBpp0071057,Protein singed
EOG8ZGR08,LOC105834425,LOC100577519,FBpp0079411,"Alpha-(1,3)-fucosyltransferase B (2.4.1.-)"
EOG8STTRM,LOC105838432,LOC725910,FBpp0077502,  
EOG86MD68,LOC105832464,LOC725941,FBpp0078280,RE09079p
EOG8QJT83,LOC105832467,LOC552794,FBpp0311212,Mediator of RNA polymerase II transcription subunit 14
EOG834XT7,LOC105832465,LOC552010,FBpp0070409,EG:152A3.1 protein
EOG84F7ZJ,LOC105832466,LOC726341,FBpp0076648,CG10075
EOG8RBS5M,LOC105836484,LOC412728,FBpp0072557,Rabaptin-5-associated exchange factor for Rab5 ortholog
EOG886B1X,LOC105829281,LOC726383,FBpp0073416,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog"
EOG8JWX28,LOC105830006,LOC412299,FBpp0072275,Muscarinic acetylcholine receptor DM1
EOG8JWX28,LOC105830034,LOC412299,FBpp0072275,Muscarinic acetylcholine receptor DM1
EOG8JWX2M,LOC105837638,LOC100577676,FBpp0085928,CG10916
EOG8JWX2M,LOC105837638,LOC100577676,FBpp0085929,GH03577p
EOG8S4R3S,LOC105839976,LOC551720,FBpp0085258,"CG1416, isoform A"
EOG8RV4CH,LOC105837637,LOC726819,FBpp0075106,  
EOG822C5H,LOC105837864,LOC412092,FBpp0072306,"Myosin heavy chain, non-muscle"
EOG808PZ5,LOC105831138,LOC724320,FBpp0078894,  
EOG8ZCVS3,LOC105834145,LOC724443,FBpp0074786,Lysophospholipid acyltransferase 5
EOG8KPVZK,LOC105827760,LOC724225,FBpp0303220,"Myosuppressin receptor 1, isoform B"
EOG8KPVZK,LOC105827760,LOC724225,FBpp0303392,"Myosuppressin receptor 2, isoform C"
EOG83XWR6,LOC105831289,LOC410101,FBpp0297341,Trafficking kinesin-binding protein milt
EOG8SXQ29,LOC105837161,LOC552721,FBpp0271912,RE72862p
EOG8T1K81,LOC105838494,LOC552310,FBpp0073058,GH01794p
EOG8WWT5P,LOC105835632,LOC727101,FBpp0077452,Protein decapentaplegic
EOG8F4TXZ,LOC105839397,LOC551021,FBpp0086821,Arrow
EOG83V1GH,LOC105839242,LOC724439,FBpp0077407,AT09966p
EOG83V1GH,LOC105839242,LOC724439,FBpp0310216,"CG16854, isoform B"
EOG83V1GH,LOC105839242,LOC724439,FBpp0085263,LP20058p
EOG83V1GH,LOC105839242,LOC724439,FBpp0085283,AT07326p
EOG83V1GH,LOC105839242,LOC724439,FBpp0081952,AT07222p
EOG83V1GH,LOC105839242,LOC724439,FBpp0077564,AT13272p
EOG8HQG65,LOC105839245,LOC552223,FBpp0077720,CG4164
EOG87WQ8D,LOC105829894,LOC413195,FBpp0078116,CG7158
EOG87WQ8D,LOC105839788,LOC413195,FBpp0078116,CG7158
EOG8FN664,LOC105828653,LOC413196,FBpp0076652,GH01786p
EOG83R57H,LOC105831818,LOC724613,FBpp0084175,Protein phosphatase Slingshot (3.1.3.48)
EOG8F1ZQ7,LOC105829907,LOC409814,FBpp0085778,"CG15117, isoform B"
EOG8F1ZQ7,LOC105829907,LOC409814,FBpp0085217,CG2135
EOG8BZPPP,LOC105828141,LOC412950,FBpp0087775,Nucleoporin GLE1
EOG81C8HW,LOC105831102,LOC409403,FBpp0070793,"CG3016, isoform A"
EOG8W102H,LOC105828644,LOC724935,FBpp0070876,Protein deltex
EOG8FJ9ZB,LOC105828640,LOC412254,FBpp0302977,"CG17912, isoform B"
EOG8KPVZC,LOC105835385,LOC413264,FBpp0080486,Cytochrome b5-related protein
EOG8KPVZC,LOC105835385,LOC413264,FBpp0080451,LD43175p
EOG8KPVZC,LOC105835385,LOC413264,FBpp0080465,"CG17928, isoform A"
EOG8KPVZC,LOC105835385,LOC413264,FBpp0080260,RH54244p
EOG8PG7MM,LOC105835380,LOC409843,FBpp0298828,"Myosin heavy chain, muscle"
EOG84F7Z7,LOC105829123,LOC725135,FBpp0308274,"CG30381, isoform A"
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0085816,GH07529p
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0085369,CG7881
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0087925,CG8791
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0085818,"CG15094, isoform A"
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0085814,"CG15096, isoform A"
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0291857,CG12490
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0071804,RE70413p
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0071805,"CG9826, isoform B"
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0292797,CG3649
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0071802,RE73545p
EOG8QFZ1B,LOC105829122,LOC551863,FBpp0071801,CG30272
EOG841RZ5,LOC105829124,LOC413418,FBpp0080489,LD25919p
EOG8MCZN0,LOC105828672,LOC412584,FBpp0072056,THO complex subunit 5
EOG8TXDFB,LOC105828674,LOC725334,FBpp0071832,"CG30259, isoform B"
EOG8MW9T2,LOC105837953,LOC411237,FBpp0081397,UPF0505 protein CG8202
EOG8TXDDJ,LOC105837955,LOC100577363,FBpp0083309,CG4367
EOG8TXDDJ,LOC105837955,LOC100577363,FBpp0083308,CG4362
EOG8TXDDJ,LOC105837955,LOC100577363,FBpp0310231,CG41284
EOG8TXDDJ,LOC105837955,LOC100577363,FBpp0310230,CG42598
EOG8TXDDJ,LOC105837955,LOC100577363,FBpp0309415,"CG42749, isoform C"
EOG81C8KC,LOC105832459,LOC409586,FBpp0080051,AT12494p
EOG8C89FT,LOC105840710,LOC727592,FBpp0289414,"CG4558, isoform B"
EOG84TQXX,LOC105838087,LOC727210,FBpp0082729,Dm mtSSB
EOG8NKDGZ,LOC105838086,LOC100576369,FBpp0077522,Ets DNA-binding protein pokkuri
EOG8WDG0F,LOC105839979,LOC412647,FBpp0076897,Septin-1
EOG8WDG0F,LOC105839979,LOC412647,FBpp0074139,"Septin 4, isoform A"
EOG8F4TZZ,LOC105839980,LOC727153,FBpp0080853,RE19105p
EOG870W4G,LOC105837870,LOC552467,FBpp0087934,BcDNA.GH11110
EOG8HQG57,LOC105839903,LOC409741,FBpp0082402,CG31320
EOG8Q86K5,LOC105831168,LOC552273,FBpp0085035,"CG2246, isoform C"
EOG8BCG82,LOC105834226,LOC552291,FBpp0088055,DNA replication licensing factor MCM4 (3.6.4.12)
EOG83XWRV,LOC105835248,LOC551554,FBpp0072614,Ras-related protein Rac1
EOG83XWRV,LOC105835248,LOC551554,FBpp0076577,Ras-related protein Rac2
EOG83XWRV,LOC105835248,LOC551554,FBpp0084562,AT17867p
EOG8S1VVT,LOC105835232,LOC551576,FBpp0076339,  
EOG8S1VVT,LOC105835469,LOC551576,FBpp0076339,  
EOG8MCZMM,LOC105834137,LOC413382,FBpp0303407,"CG31163, isoform E"
EOG8J6TCZ,LOC105832473,LOC409465,FBpp0083846,Lipid storage droplets surface-binding protein 1
EOG8J6TCZ,LOC105834140,LOC409465,FBpp0083846,Lipid storage droplets surface-binding protein 1
EOG81G4QX,LOC105833868,LOC413994,FBpp0303318,Calcium-activated potassium channel slowpoke
EOG8SFBT1,LOC105830715,LOC413573,FBpp0084040,Set1/Ash2 histone methyltransferase complex subunit ASH2
EOG8KPW15,LOC105830716,LOC551959,FBpp0084043,CG31126
EOG8VT7M9,LOC105830714,LOC724177,FBpp0084138,"CG11791, isoform B"
EOG8X6DX4,LOC105833929,LOC552228,FBpp0081458,CG8444
EOG8Q86JJ,LOC105832498,LOC724787,FBpp0308356,SD23787p
EOG8WDFZW,LOC105832496,LOC413274,FBpp0110262,Soluble guanylate cyclase 89Da (4.6.1.2)
EOG8WDFZW,LOC105832496,LOC413274,FBpp0082745,Soluble guanylate cyclase 89Db (4.6.1.2)
EOG8P5MXZ,LOC105828709,LOC411358,FBpp0076963,CG1304
EOG8P5MXZ,LOC105828709,LOC411358,FBpp0077068,"CG3355, isoform B"
EOG8P5MXZ,LOC105828709,LOC411358,FBpp0071657,CG4386
EOG8P5MXZ,LOC105828709,LOC411358,FBpp0071636,CG9294
EOG8P5MXZ,LOC105828709,LOC411358,FBpp0305252,"CG4613, isoform B"
EOG8P5MXZ,LOC105828709,LOC411358,FBpp0075456,CG4914
EOG8P5MXZ,LOC105828709,LOC411358,FBpp0301202,"CG11836, isoform D"
EOG8P5MXZ,LOC105828709,LOC411358,FBpp0071658,CG18735
EOG8P5MXZ,LOC105832316,LOC411358,FBpp0076963,CG1304
EOG8P5MXZ,LOC105832316,LOC411358,FBpp0077068,"CG3355, isoform B"
EOG8P5MXZ,LOC105832316,LOC411358,FBpp0071657,CG4386
EOG8P5MXZ,LOC105832316,LOC411358,FBpp0071636,CG9294
EOG8P5MXZ,LOC105832316,LOC411358,FBpp0305252,"CG4613, isoform B"
EOG8P5MXZ,LOC105832316,LOC411358,FBpp0075456,CG4914
EOG8P5MXZ,LOC105832316,LOC411358,FBpp0301202,"CG11836, isoform D"
EOG8P5MXZ,LOC105832316,LOC411358,FBpp0071658,CG18735
EOG8RFNDG,LOC105832554,LOC412011,FBpp0081285,CG7918
EOG84BCRZ,LOC105835590,LOC100576220,FBpp0084460,Homeobox protein rough
EOG8SN3B4,LOC105835586,LOC552027,FBpp0084669,Heterogeneous nuclear ribonucleoprotein A1
EOG8SN3B4,LOC105835586,LOC552027,FBpp0082316,Heterogeneous nuclear ribonucleoprotein 87F
EOG8SN3B4,LOC105835586,LOC552027,FBpp0099744,Ribonucleoprotein RB97D
EOG8HB08T,LOC105838325,LOC726662,FBpp0290226,CG34150
EOG8NZWH5,LOC105832553,LOC411936,FBpp0083650,  
EOG8RR84B,LOC105830302,LOC413256,FBpp0084851,"CG7802, isoform A"
EOG8RR84B,LOC105830302,LOC413256,FBpp0085151,LD32760p
EOG8RR84B,LOC105830302,LOC413256,FBpp0290097,RE37929p
EOG8JM9C2,LOC105832555,LOC725024,FBpp0308289,"CG31033, isoform E"
EOG8C2JXX,LOC105834136,LOC411345,FBpp0309925,"CG14010, isoform B"
EOG8C2JXX,LOC105834136,LOC411345,FBpp0111939,CG11320
EOG8C2JXX,LOC105834136,LOC411345,FBpp0080422,CG4580
EOG8C2JXX,LOC105834136,LOC411345,FBpp0084716,CG14521
EOG8C2JXX,LOC105834136,LOC411345,FBpp0078746,CG31646
EOG8C2JXX,LOC105834136,LOC411345,FBpp0079378,"CG31708, isoform C"
EOG8C2JXX,LOC105834136,LOC411345,FBpp0080157,"CG31814, isoform A"
EOG8C2JXX,LOC105834136,LOC411345,FBpp0070563,"CG32791, isoform B"
EOG8C2JXX,LOC105834136,LOC411345,FBpp0291541,CG40378
EOG8C2JXX,LOC105834136,LOC411345,FBpp0305788,"CG34391, isoform D"
EOG8C2JXX,LOC105834136,LOC411345,FBpp0289176,"CG42343, isoform C"
EOG8C2JXX,LOC105834136,LOC411345,FBpp0289244,CG42368
EOG8C2JXX,LOC105834136,LOC411345,FBpp0289246,CG42370
EOG8C2JXX,LOC105834144,LOC411345,FBpp0309925,"CG14010, isoform B"
EOG8C2JXX,LOC105834144,LOC411345,FBpp0111939,CG11320
EOG8C2JXX,LOC105834144,LOC411345,FBpp0080422,CG4580
EOG8C2JXX,LOC105834144,LOC411345,FBpp0084716,CG14521
EOG8C2JXX,LOC105834144,LOC411345,FBpp0078746,CG31646
